16
24
0	10	20	1
1	85	20	1
2	160	20	0
3	235	20	0
4	310	20	0
5	385	20	0
6	460	20	0
7	535	20	0
8	610	20	0
9	685	20	0
10	760	20	0
11	835	20	0
12	910	20	0
13	985	20	0
14	1060	20	0
15	1135	20	0
16	1210	20	0
17	1285	20	0
18	1360	20	0
19	1435	20	0
20	1510	20	0
21	1585	20	0
22	1660	20	2
23	1735	20	2
24	45	80	1
25	120	80	1
26	195	80	0
27	270	80	0
28	345	80	0
29	420	80	0
30	495	80	0
31	570	80	0
32	645	80	0
33	720	80	0
34	795	80	0
35	870	80	0
36	945	80	0
37	1020	80	0
38	1095	80	0
39	1170	80	0
40	1245	80	0
41	1320	80	0
42	1395	80	0
43	1470	80	0
44	1545	80	0
45	1620	80	0
46	1695	80	2
47	1770	80	2
48	10	140	0
49	85	140	0
50	160	140	0
51	235	140	0
52	310	140	0
53	385	140	0
54	460	140	0
55	535	140	0
56	610	140	0
57	685	140	0
58	760	140	0
59	835	140	0
60	910	140	0
61	985	140	0
62	1060	140	0
63	1135	140	0
64	1210	140	0
65	1285	140	0
66	1360	140	0
67	1435	140	0
68	1510	140	0
69	1585	140	0
70	1660	140	0
71	1735	140	0
72	45	200	0
73	120	200	0
74	195	200	0
75	270	200	0
76	345	200	0
77	420	200	0
78	495	200	0
79	570	200	0
80	645	200	0
81	720	200	0
82	795	200	0
83	870	200	0
84	945	200	0
85	1020	200	0
86	1095	200	0
87	1170	200	0
88	1245	200	0
89	1320	200	0
90	1395	200	0
91	1470	200	0
92	1545	200	0
93	1620	200	0
94	1695	200	0
95	1770	200	0
96	10	260	0
97	85	260	0
98	160	260	0
99	235	260	0
100	310	260	0
101	385	260	0
102	460	260	0
103	535	260	0
104	610	260	0
105	685	260	0
106	760	260	0
107	835	260	0
108	910	260	0
109	985	260	0
110	1060	260	0
111	1135	260	0
112	1210	260	0
113	1285	260	0
114	1360	260	0
115	1435	260	0
116	1510	260	0
117	1585	260	0
118	1660	260	0
119	1735	260	0
120	45	320	0
121	120	320	0
122	195	320	0
123	270	320	0
124	345	320	0
125	420	320	0
126	495	320	0
127	570	320	0
128	645	320	0
129	720	320	0
130	795	320	0
131	870	320	0
132	945	320	0
133	1020	320	0
134	1095	320	0
135	1170	320	0
136	1245	320	0
137	1320	320	0
138	1395	320	0
139	1470	320	0
140	1545	320	0
141	1620	320	0
142	1695	320	0
143	1770	320	0
144	10	380	0
145	85	380	0
146	160	380	0
147	235	380	0
148	310	380	0
149	385	380	0
150	460	380	0
151	535	380	0
152	610	380	0
153	685	380	0
154	760	380	0
155	835	380	0
156	910	380	0
157	985	380	0
158	1060	380	0
159	1135	380	0
160	1210	380	0
161	1285	380	0
162	1360	380	0
163	1435	380	0
164	1510	380	0
165	1585	380	0
166	1660	380	0
167	1735	380	0
168	45	440	0
169	120	440	0
170	195	440	0
171	270	440	0
172	345	440	0
173	420	440	0
174	495	440	0
175	570	440	0
176	645	440	0
177	720	440	0
178	795	440	0
179	870	440	0
180	945	440	0
181	1020	440	0
182	1095	440	0
183	1170	440	0
184	1245	440	0
185	1320	440	0
186	1395	440	0
187	1470	440	0
188	1545	440	0
189	1620	440	0
190	1695	440	0
191	1770	440	0
192	10	500	0
193	85	500	0
194	160	500	0
195	235	500	0
196	310	500	0
197	385	500	0
198	460	500	0
199	535	500	0
200	610	500	0
201	685	500	0
202	760	500	0
203	835	500	0
204	910	500	0
205	985	500	0
206	1060	500	0
207	1135	500	0
208	1210	500	0
209	1285	500	0
210	1360	500	0
211	1435	500	0
212	1510	500	0
213	1585	500	0
214	1660	500	0
215	1735	500	0
216	45	560	0
217	120	560	0
218	195	560	0
219	270	560	0
220	345	560	0
221	420	560	0
222	495	560	0
223	570	560	0
224	645	560	0
225	720	560	0
226	795	560	0
227	870	560	0
228	945	560	0
229	1020	560	0
230	1095	560	0
231	1170	560	0
232	1245	560	0
233	1320	560	0
234	1395	560	0
235	1470	560	0
236	1545	560	0
237	1620	560	0
238	1695	560	0
239	1770	560	0
240	10	620	0
241	85	620	0
242	160	620	0
243	235	620	0
244	310	620	0
245	385	620	0
246	460	620	0
247	535	620	0
248	610	620	0
249	685	620	0
250	760	620	0
251	835	620	0
252	910	620	0
253	985	620	0
254	1060	620	0
255	1135	620	0
256	1210	620	0
257	1285	620	0
258	1360	620	0
259	1435	620	0
260	1510	620	0
261	1585	620	0
262	1660	620	0
263	1735	620	0
264	45	680	0
265	120	680	0
266	195	680	0
267	270	680	0
268	345	680	0
269	420	680	0
270	495	680	0
271	570	680	0
272	645	680	0
273	720	680	0
274	795	680	0
275	870	680	0
276	945	680	0
277	1020	680	0
278	1095	680	0
279	1170	680	0
280	1245	680	0
281	1320	680	0
282	1395	680	0
283	1470	680	0
284	1545	680	0
285	1620	680	0
286	1695	680	0
287	1770	680	0
288	10	740	0
289	85	740	0
290	160	740	0
291	235	740	0
292	310	740	0
293	385	740	0
294	460	740	0
295	535	740	0
296	610	740	0
297	685	740	0
298	760	740	0
299	835	740	0
300	910	740	0
301	985	740	0
302	1060	740	0
303	1135	740	0
304	1210	740	0
305	1285	740	0
306	1360	740	0
307	1435	740	0
308	1510	740	0
309	1585	740	0
310	1660	740	0
311	1735	740	0
312	45	800	0
313	120	800	0
314	195	800	0
315	270	800	0
316	345	800	0
317	420	800	0
318	495	800	0
319	570	800	0
320	645	800	0
321	720	800	0
322	795	800	0
323	870	800	0
324	945	800	0
325	1020	800	0
326	1095	800	0
327	1170	800	0
328	1245	800	0
329	1320	800	0
330	1395	800	0
331	1470	800	0
332	1545	800	0
333	1620	800	0
334	1695	800	0
335	1770	800	0
336	10	860	3
337	85	860	3
338	160	860	0
339	235	860	0
340	310	860	0
341	385	860	0
342	460	860	0
343	535	860	0
344	610	860	0
345	685	860	0
346	760	860	0
347	835	860	0
348	910	860	0
349	985	860	0
350	1060	860	0
351	1135	860	0
352	1210	860	0
353	1285	860	0
354	1360	860	0
355	1435	860	0
356	1510	860	0
357	1585	860	0
358	1660	860	4
359	1735	860	4
360	45	920	3
361	120	920	3
362	195	920	0
363	270	920	0
364	345	920	0
365	420	920	0
366	495	920	0
367	570	920	0
368	645	920	0
369	720	920	0
370	795	920	0
371	870	920	0
372	945	920	0
373	1020	920	0
374	1095	920	0
375	1170	920	0
376	1245	920	0
377	1320	920	0
378	1395	920	0
379	1470	920	0
380	1545	920	0
381	1620	920	0
382	1695	920	4
383	1770	920	4
10
11
12
34
35
59
178
179
180
192
193
203
204
214
215
323
347
348
370
371
372
