8
12
0	10	50	1
1	160	50	1
2	310	50	0
3	460	50	0
4	610	50	0
5	760	50	0
6	910	50	0
7	1060	50	0
8	1210	50	0
9	1360	50	0
10	1510	50	2
11	1660	50	2
12	90	150	1
13	240	150	1
14	390	150	0
15	540	150	0
16	690	150	0
17	840	150	0
18	990	150	0
19	1140	150	0
20	1290	150	0
21	1440	150	0
22	1590	150	2
23	1740	150	2
24	10	250	0
25	160	250	0
26	310	250	0
27	460	250	0
28	610	250	0
29	760	250	0
30	910	250	0
31	1060	250	0
32	1210	250	0
33	1360	250	0
34	1510	250	0
35	1660	250	0
36	90	350	0
37	240	350	0
38	390	350	0
39	540	350	0
40	690	350	0
41	840	350	0
42	990	350	0
43	1140	350	0
44	1290	350	0
45	1440	350	0
46	1590	350	0
47	1740	350	0
48	10	450	0
49	160	450	0
50	310	450	0
51	460	450	0
52	610	450	0
53	760	450	0
54	910	450	0
55	1060	450	0
56	1210	450	0
57	1360	450	0
58	1510	450	0
59	1660	450	0
60	90	550	0
61	240	550	0
62	390	550	0
63	540	550	0
64	690	550	0
65	840	550	0
66	990	550	0
67	1140	550	0
68	1290	550	0
69	1440	550	0
70	1590	550	0
71	1740	550	0
72	10	650	3
73	160	650	3
74	310	650	0
75	460	650	0
76	610	650	0
77	760	650	0
78	910	650	0
79	1060	650	0
80	1210	650	0
81	1360	650	0
82	1510	650	4
83	1660	650	4
84	90	750	3
85	240	750	3
86	390	750	0
87	540	750	0
88	690	750	0
89	840	750	0
90	990	750	0
91	1140	750	0
92	1290	750	0
93	1440	750	0
94	1590	750	4
95	1740	750	4
